,EC,Superpathway
6770,ec:3.1.1.14,Global and overview maps
6771,ec:3.1.1.17,Global and overview maps
6772,ec:3.1.1.31,Global and overview maps
6773,ec:3.1.1.32,Global and overview maps
6774,ec:3.1.1.4,Global and overview maps
6775,ec:3.1.1.78,Global and overview maps
6776,ec:3.1.1.80,Global and overview maps
6777,ec:3.1.1.82,Global and overview maps
6778,ec:3.1.1.84,Global and overview maps
6779,ec:3.1.2.2,Global and overview maps
6780,ec:3.1.2.23,Global and overview maps
6781,ec:3.1.2.28,Global and overview maps
6782,ec:3.1.3.104,Global and overview maps
6783,ec:3.1.3.11,Global and overview maps
6784,ec:3.1.3.15,Global and overview maps
6785,ec:3.1.3.18,Global and overview maps
6786,ec:3.1.3.4,Global and overview maps
6787,ec:3.1.3.5,Global and overview maps
6788,ec:3.1.3.81,Global and overview maps
6789,ec:3.1.3.93,Global and overview maps
6790,ec:3.1.4.3,Global and overview maps
6791,ec:3.1.4.4,Global and overview maps
6792,ec:3.1.7.10,Global and overview maps
6793,ec:3.1.7.11,Global and overview maps
6794,ec:3.1.7.3,Global and overview maps
6795,ec:3.1.7.5,Global and overview maps
6796,ec:3.1.7.6,Global and overview maps
6797,ec:3.2.1.105,Global and overview maps
6798,ec:3.2.1.117,Global and overview maps
6799,ec:3.2.1.118,Global and overview maps
6800,ec:3.2.1.141,Global and overview maps
6801,ec:3.2.1.175,Global and overview maps
6802,ec:3.2.1.21,Global and overview maps
6803,ec:3.2.1.31,Global and overview maps
6804,ec:3.2.1.68,Global and overview maps
6805,ec:3.2.2.25,Global and overview maps
6806,ec:3.2.2.26,Global and overview maps
6807,ec:3.2.2.30,Global and overview maps
6808,ec:3.3.2.1,Global and overview maps
6809,ec:3.5.1.1,Global and overview maps
6810,ec:3.5.1.14,Global and overview maps
6811,ec:3.5.1.16,Global and overview maps
6812,ec:3.5.1.22,Global and overview maps
6813,ec:3.5.1.38,Global and overview maps
6814,ec:3.5.1.47,Global and overview maps
6815,ec:3.5.3.1,Global and overview maps
6816,ec:3.5.3.6,Global and overview maps
6817,ec:3.5.4.10,Global and overview maps
6818,ec:3.5.4.19,Global and overview maps
6819,ec:3.5.4.25,Global and overview maps
6820,ec:3.5.4.26,Global and overview maps
6821,ec:3.5.4.40,Global and overview maps
6822,ec:3.5.4.6,Global and overview maps
6823,ec:3.5.5.4,Global and overview maps
6824,ec:3.6.1.21,Global and overview maps
6825,ec:3.6.1.26,Global and overview maps
6826,ec:3.6.1.31,Global and overview maps
6827,ec:4.1.1.1,Global and overview maps
6828,ec:4.1.1.105,Global and overview maps
6829,ec:4.1.1.108,Global and overview maps
6830,ec:4.1.1.11,Global and overview maps
6831,ec:4.1.1.110,Global and overview maps
6832,ec:4.1.1.111,Global and overview maps
6833,ec:4.1.1.15,Global and overview maps
6834,ec:4.1.1.17,Global and overview maps
6835,ec:4.1.1.18,Global and overview maps
6836,ec:4.1.1.20,Global and overview maps
6837,ec:4.1.1.21,Global and overview maps
6838,ec:4.1.1.22,Global and overview maps
6839,ec:4.1.1.25,Global and overview maps
6840,ec:4.1.1.28,Global and overview maps
6841,ec:4.1.1.32,Global and overview maps
6842,ec:4.1.1.33,Global and overview maps
6843,ec:4.1.1.37,Global and overview maps
6844,ec:4.1.1.39,Global and overview maps
6845,ec:4.1.1.48,Global and overview maps
6846,ec:4.1.1.49,Global and overview maps
6847,ec:4.1.1.65,Global and overview maps
6848,ec:4.1.1.80,Global and overview maps
6849,ec:4.1.1.90,Global and overview maps
6850,ec:4.1.1.99,Global and overview maps
6851,ec:4.1.2.10,Global and overview maps
6852,ec:4.1.2.11,Global and overview maps
6853,ec:4.1.2.13,Global and overview maps
6854,ec:4.1.2.41,Global and overview maps
6855,ec:4.1.2.46,Global and overview maps
6856,ec:4.1.2.47,Global and overview maps
6857,ec:4.1.2.48,Global and overview maps
6858,ec:4.1.3.1,Global and overview maps
6859,ec:4.1.3.27,Global and overview maps
6860,ec:4.1.3.36,Global and overview maps
6861,ec:4.1.3.40,Global and overview maps
6862,ec:4.1.99.12,Global and overview maps
6863,ec:4.1.99.16,Global and overview maps
6864,ec:4.1.99.5,Global and overview maps
6865,ec:4.2.1.10,Global and overview maps
6866,ec:4.2.1.101,Global and overview maps
6867,ec:4.2.1.105,Global and overview maps
6868,ec:4.2.1.11,Global and overview maps
6869,ec:4.2.1.113,Global and overview maps
6870,ec:4.2.1.118,Global and overview maps
6871,ec:4.2.1.123,Global and overview maps
6872,ec:4.2.1.124,Global and overview maps
6873,ec:4.2.1.125,Global and overview maps
6874,ec:4.2.1.127,Global and overview maps
6875,ec:4.2.1.129,Global and overview maps
6876,ec:4.2.1.131,Global and overview maps
6877,ec:4.2.1.133,Global and overview maps
6878,ec:4.2.1.134,Global and overview maps
6879,ec:4.2.1.139,Global and overview maps
6880,ec:4.2.1.151,Global and overview maps
6881,ec:4.2.1.165,Global and overview maps
6882,ec:4.2.1.169,Global and overview maps
6883,ec:4.2.1.17,Global and overview maps
6884,ec:4.2.1.170,Global and overview maps
6885,ec:4.2.1.19,Global and overview maps
6886,ec:4.2.1.2,Global and overview maps
6887,ec:4.2.1.20,Global and overview maps
6888,ec:4.2.1.24,Global and overview maps
6889,ec:4.2.1.3,Global and overview maps
6890,ec:4.2.1.33,Global and overview maps
6891,ec:4.2.1.51,Global and overview maps
6892,ec:4.2.1.65,Global and overview maps
6893,ec:4.2.1.75,Global and overview maps
6894,ec:4.2.1.78,Global and overview maps
6895,ec:4.2.1.9,Global and overview maps
6896,ec:4.2.1.91,Global and overview maps
6897,ec:4.2.1.92,Global and overview maps
6898,ec:4.2.3.1,Global and overview maps
6899,ec:4.2.3.10,Global and overview maps
6900,ec:4.2.3.103,Global and overview maps
6901,ec:4.2.3.108,Global and overview maps
6902,ec:4.2.3.11,Global and overview maps
6903,ec:4.2.3.111,Global and overview maps
6904,ec:4.2.3.116,Global and overview maps
6905,ec:4.2.3.119,Global and overview maps
6906,ec:4.2.3.120,Global and overview maps
6907,ec:4.2.3.13,Global and overview maps
6908,ec:4.2.3.131,Global and overview maps
6909,ec:4.2.3.132,Global and overview maps
6910,ec:4.2.3.140,Global and overview maps
6911,ec:4.2.3.141,Global and overview maps
6912,ec:4.2.3.147,Global and overview maps
6913,ec:4.2.3.15,Global and overview maps
6914,ec:4.2.3.16,Global and overview maps
6915,ec:4.2.3.17,Global and overview maps
6916,ec:4.2.3.18,Global and overview maps
6917,ec:4.2.3.19,Global and overview maps
6918,ec:4.2.3.20,Global and overview maps
6919,ec:4.2.3.21,Global and overview maps
6920,ec:4.2.3.22,Global and overview maps
6921,ec:4.2.3.23,Global and overview maps
6922,ec:4.2.3.24,Global and overview maps
6923,ec:4.2.3.25,Global and overview maps
6924,ec:4.2.3.26,Global and overview maps
6925,ec:4.2.3.27,Global and overview maps
6926,ec:4.2.3.28,Global and overview maps
6927,ec:4.2.3.29,Global and overview maps
6928,ec:4.2.3.30,Global and overview maps
6929,ec:4.2.3.32,Global and overview maps
6930,ec:4.2.3.33,Global and overview maps
6931,ec:4.2.3.34,Global and overview maps
6932,ec:4.2.3.35,Global and overview maps
6933,ec:4.2.3.37,Global and overview maps
6934,ec:4.2.3.38,Global and overview maps
6935,ec:4.2.3.39,Global and overview maps
6936,ec:4.2.3.4,Global and overview maps
6937,ec:4.2.3.42,Global and overview maps
6938,ec:4.2.3.43,Global and overview maps
6939,ec:4.2.3.44,Global and overview maps
6940,ec:4.2.3.45,Global and overview maps
6941,ec:4.2.3.46,Global and overview maps
6942,ec:4.2.3.5,Global and overview maps
6943,ec:4.2.3.56,Global and overview maps
6944,ec:4.2.3.57,Global and overview maps
6945,ec:4.2.3.66,Global and overview maps
6946,ec:4.2.3.8,Global and overview maps
6947,ec:4.2.3.9,Global and overview maps
6948,ec:4.2.3.99,Global and overview maps
6949,ec:4.2.99.20,Global and overview maps
6950,ec:4.2.99.21,Global and overview maps
6951,ec:4.3.1.12,Global and overview maps
6952,ec:4.3.1.17,Global and overview maps
6953,ec:4.3.1.19,Global and overview maps
6954,ec:4.3.1.24,Global and overview maps
6955,ec:4.3.1.25,Global and overview maps
6956,ec:4.3.2.1,Global and overview maps
6957,ec:4.3.2.2,Global and overview maps
6958,ec:4.3.3.2,Global and overview maps
6959,ec:4.3.3.3,Global and overview maps
6960,ec:4.3.3.7,Global and overview maps
6961,ec:4.4.1.14,Global and overview maps
6962,ec:4.4.1.8,Global and overview maps
6963,ec:4.4.1.9,Global and overview maps
6964,ec:4.6.1.12,Global and overview maps
6965,ec:4.99.1.1,Global and overview maps
6966,ec:4.99.1.10,Global and overview maps
6967,ec:4.99.1.11,Global and overview maps
6968,ec:4.99.1.4,Global and overview maps
6969,ec:4.99.1.7,Global and overview maps
6970,ec:4.99.1.9,Global and overview maps
6971,ec:5.1.1.7,Global and overview maps
6972,ec:5.1.3.1,Global and overview maps
6973,ec:5.1.3.15,Global and overview maps
6974,ec:5.1.3.18,Global and overview maps
6975,ec:5.1.3.3,Global and overview maps
6976,ec:5.2.1.12,Global and overview maps
6977,ec:5.2.1.13,Global and overview maps
6978,ec:5.2.1.14,Global and overview maps
6979,ec:5.2.1.9,Global and overview maps
6980,ec:5.3.1.1,Global and overview maps
6981,ec:5.3.1.16,Global and overview maps
6982,ec:5.3.1.24,Global and overview maps
6983,ec:5.3.1.6,Global and overview maps
6984,ec:5.3.1.8,Global and overview maps
6985,ec:5.3.1.9,Global and overview maps
6986,ec:5.3.3.2,Global and overview maps
6987,ec:5.3.3.5,Global and overview maps
6988,ec:5.3.99.6,Global and overview maps
6989,ec:5.3.99.9,Global and overview maps
6990,ec:5.4.2.11,Global and overview maps
6991,ec:5.4.2.12,Global and overview maps
6992,ec:5.4.2.2,Global and overview maps
6993,ec:5.4.2.5,Global and overview maps
6994,ec:5.4.2.8,Global and overview maps
6995,ec:5.4.3.8,Global and overview maps
6996,ec:5.4.4.2,Global and overview maps
6997,ec:5.4.4.4,Global and overview maps
6998,ec:5.4.99.15,Global and overview maps
6999,ec:5.4.99.18,Global and overview maps
7000,ec:5.4.99.3,Global and overview maps
7001,ec:5.4.99.31,Global and overview maps
7002,ec:5.4.99.33,Global and overview maps
7003,ec:5.4.99.35,Global and overview maps
7004,ec:5.4.99.39,Global and overview maps
7005,ec:5.4.99.41,Global and overview maps
7006,ec:5.4.99.5,Global and overview maps
7007,ec:5.4.99.53,Global and overview maps
7008,ec:5.4.99.7,Global and overview maps
7009,ec:5.4.99.8,Global and overview maps
7010,ec:5.5.1.12,Global and overview maps
7011,ec:5.5.1.13,Global and overview maps
7012,ec:5.5.1.14,Global and overview maps
7013,ec:5.5.1.18,Global and overview maps
7014,ec:5.5.1.19,Global and overview maps
7015,ec:5.5.1.24,Global and overview maps
7016,ec:5.5.1.6,Global and overview maps
7017,ec:5.5.1.8,Global and overview maps
7018,ec:5.5.1.9,Global and overview maps
7019,ec:6.1.1.17,Global and overview maps
7020,ec:6.2.1.1,Global and overview maps
7021,ec:6.2.1.12,Global and overview maps
7022,ec:6.2.1.26,Global and overview maps
7023,ec:6.2.1.32,Global and overview maps
7024,ec:6.2.1.4,Global and overview maps
7025,ec:6.2.1.5,Global and overview maps
7026,ec:6.3.1.1,Global and overview maps
7027,ec:6.3.2.1,Global and overview maps
7028,ec:6.3.2.14,Global and overview maps
7029,ec:6.3.2.6,Global and overview maps
7030,ec:6.3.3.1,Global and overview maps
7031,ec:6.3.3.7,Global and overview maps
7032,ec:6.3.4.13,Global and overview maps
7033,ec:6.3.4.18,Global and overview maps
7034,ec:6.3.4.23,Global and overview maps
7035,ec:6.3.4.5,Global and overview maps
7036,ec:6.3.5.12,Global and overview maps
7037,ec:6.3.5.3,Global and overview maps
7038,ec:6.3.5.4,Global and overview maps
7039,ec:6.4.1.2,Global and overview maps
7040,ec:6.4.1.9,Global and overview maps
7041,ec:6.6.1.1,Global and overview maps
7042,ec:1.1.1.1,Global and overview maps
7043,ec:1.1.1.107,Global and overview maps
7044,ec:1.1.1.122,Global and overview maps
7045,ec:1.1.1.145,Global and overview maps
7046,ec:1.1.1.157,Global and overview maps
7047,ec:1.1.1.173,Global and overview maps
7048,ec:1.1.1.174,Global and overview maps
7049,ec:1.1.1.18,Global and overview maps
7050,ec:1.1.1.2,Global and overview maps
7051,ec:1.1.1.215,Global and overview maps
7052,ec:1.1.1.244,Global and overview maps
7053,ec:1.1.1.245,Global and overview maps
7054,ec:1.1.1.256,Global and overview maps
7055,ec:1.1.1.257,Global and overview maps
7056,ec:1.1.1.258,Global and overview maps
7057,ec:1.1.1.259,Global and overview maps
7058,ec:1.1.1.26,Global and overview maps
7059,ec:1.1.1.27,Global and overview maps
7060,ec:1.1.1.28,Global and overview maps
7061,ec:1.1.1.284,Global and overview maps
7062,ec:1.1.1.286,Global and overview maps
7063,ec:1.1.1.29,Global and overview maps
7064,ec:1.1.1.291,Global and overview maps
7065,ec:1.1.1.298,Global and overview maps
7066,ec:1.1.1.3,Global and overview maps
7067,ec:1.1.1.311,Global and overview maps
7068,ec:1.1.1.328,Global and overview maps
7069,ec:1.1.1.338,Global and overview maps
7070,ec:1.1.1.35,Global and overview maps
7071,ec:1.1.1.350,Global and overview maps
7072,ec:1.1.1.36,Global and overview maps
7073,ec:1.1.1.368,Global and overview maps
7074,ec:1.1.1.369,Global and overview maps
7075,ec:1.1.1.37,Global and overview maps
7076,ec:1.1.1.370,Global and overview maps
7077,ec:1.1.1.371,Global and overview maps
7078,ec:1.1.1.377,Global and overview maps
7079,ec:1.1.1.378,Global and overview maps
7080,ec:1.1.1.39,Global and overview maps
7081,ec:1.1.1.40,Global and overview maps
7082,ec:1.1.1.401,Global and overview maps
7083,ec:1.1.1.404,Global and overview maps
7084,ec:1.1.1.41,Global and overview maps
7085,ec:1.1.1.42,Global and overview maps
7086,ec:1.1.1.43,Global and overview maps
7087,ec:1.1.1.44,Global and overview maps
7088,ec:1.1.1.47,Global and overview maps
7089,ec:1.1.1.491,Global and overview maps
7090,ec:1.1.1.51,Global and overview maps
7091,ec:1.1.1.77,Global and overview maps
7092,ec:1.1.1.79,Global and overview maps
7093,ec:1.1.1.82,Global and overview maps
7094,ec:1.1.1.87,Global and overview maps
7095,ec:1.1.1.90,Global and overview maps
7096,ec:1.1.1.95,Global and overview maps
7097,ec:1.1.1.97,Global and overview maps
7098,ec:1.1.2.7,Global and overview maps
7099,ec:1.1.2.8,Global and overview maps
7100,ec:1.1.3.12,Global and overview maps
7101,ec:1.1.3.13,Global and overview maps
7102,ec:1.1.3.15,Global and overview maps
7103,ec:1.1.3.19,Global and overview maps
7104,ec:1.1.3.38,Global and overview maps
7105,ec:1.1.3.4,Global and overview maps
7106,ec:1.1.3.47,Global and overview maps
7107,ec:1.1.3.5,Global and overview maps
7108,ec:1.1.3.6,Global and overview maps
7109,ec:1.1.5.4,Global and overview maps
7110,ec:1.1.5.5,Global and overview maps
7111,ec:1.1.99.14,Global and overview maps
7112,ec:1.1.99.3,Global and overview maps
7113,ec:1.1.99.31,Global and overview maps
7114,ec:1.1.99.42,Global and overview maps
7115,ec:1.12.98.1,Global and overview maps
7116,ec:1.12.98.2,Global and overview maps
7117,ec:1.12.99.6,Global and overview maps
7118,ec:1.13.11.1,Global and overview maps
7119,ec:1.13.11.14,Global and overview maps
7120,ec:1.13.11.15,Global and overview maps
7121,ec:1.13.11.16,Global and overview maps
7122,ec:1.13.11.18,Global and overview maps
7123,ec:1.13.11.2,Global and overview maps
7124,ec:1.13.11.25,Global and overview maps
7125,ec:1.13.11.3,Global and overview maps
7126,ec:1.13.11.37,Global and overview maps
7127,ec:1.13.11.38,Global and overview maps
7128,ec:1.13.11.39,Global and overview maps
7129,ec:1.13.11.4,Global and overview maps
7130,ec:1.13.11.41,Global and overview maps
7131,ec:1.13.11.5,Global and overview maps
7132,ec:1.13.11.55,Global and overview maps
7133,ec:1.13.11.56,Global and overview maps
7134,ec:1.13.11.57,Global and overview maps
7135,ec:1.13.11.66,Global and overview maps
7136,ec:1.13.11.74,Global and overview maps
7137,ec:1.13.11.8,Global and overview maps
7138,ec:1.13.11.9,Global and overview maps
7139,ec:1.14.12.1,Global and overview maps
7140,ec:1.14.12.10,Global and overview maps
7141,ec:1.14.12.11,Global and overview maps
7142,ec:1.14.12.12,Global and overview maps
7143,ec:1.14.12.13,Global and overview maps
7144,ec:1.14.12.14,Global and overview maps
7145,ec:1.14.12.15,Global and overview maps
7146,ec:1.14.12.18,Global and overview maps
7147,ec:1.14.12.19,Global and overview maps
7148,ec:1.14.12.22,Global and overview maps
7149,ec:1.14.12.23,Global and overview maps
7150,ec:1.14.12.24,Global and overview maps
7151,ec:1.14.12.25,Global and overview maps
7152,ec:1.14.12.3,Global and overview maps
7153,ec:1.14.12.7,Global and overview maps
7154,ec:1.14.12.8,Global and overview maps
7155,ec:1.14.12.9,Global and overview maps
7156,ec:1.14.13.1,Global and overview maps
7157,ec:1.14.13.10,Global and overview maps
7158,ec:1.14.13.113,Global and overview maps
7159,ec:1.14.13.114,Global and overview maps
7160,ec:1.14.13.12,Global and overview maps
7161,ec:1.14.13.127,Global and overview maps
7162,ec:1.14.13.128,Global and overview maps
7163,ec:1.14.13.14,Global and overview maps
7164,ec:1.14.13.149,Global and overview maps
7165,ec:1.14.13.163,Global and overview maps
7166,ec:1.14.13.167,Global and overview maps
7167,ec:1.14.13.172,Global and overview maps
7168,ec:1.14.13.178,Global and overview maps
7169,ec:1.14.13.179,Global and overview maps
7170,ec:1.14.13.18,Global and overview maps
7171,ec:1.14.13.2,Global and overview maps
7172,ec:1.14.13.20,Global and overview maps
7173,ec:1.14.13.210,Global and overview maps
7174,ec:1.14.13.219,Global and overview maps
7175,ec:1.14.13.22,Global and overview maps
7176,ec:1.14.13.220,Global and overview maps
7177,ec:1.14.13.23,Global and overview maps
7178,ec:1.14.13.230,Global and overview maps
7179,ec:1.14.13.236,Global and overview maps
7180,ec:1.14.13.24,Global and overview maps
7181,ec:1.14.13.242,Global and overview maps
7182,ec:1.14.13.25,Global and overview maps
7183,ec:1.14.13.27,Global and overview maps
7184,ec:1.14.13.29,Global and overview maps
7185,ec:1.14.13.33,Global and overview maps
7186,ec:1.14.13.4,Global and overview maps
7187,ec:1.14.13.40,Global and overview maps
7188,ec:1.14.13.50,Global and overview maps
7189,ec:1.14.13.59,Global and overview maps
7190,ec:1.14.13.63,Global and overview maps
7191,ec:1.14.13.64,Global and overview maps
7192,ec:1.14.13.69,Global and overview maps
7193,ec:1.14.13.7,Global and overview maps
7194,ec:1.14.13.8,Global and overview maps
7195,ec:1.14.13.82,Global and overview maps
7196,ec:1.14.13.84,Global and overview maps
7197,ec:1.14.14.1,Global and overview maps
